date,time,sender,message,source_file
,PM 6:03,선우,댕이 좀 짜침몬스터라는 글을 봤는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0201.xml
,PM 6:04,선우,짜침 몬스터만큼 짜치는 말을 본 적이 없는 듯,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0201.xml
,PM 6:04,선우,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0201.xml
,PM 6:04,선우,짜침몬스터 킹받네,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0201.xml
,PM 6:07,선우,[media/no text],C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0202.xml
,PM 6:07,선우,냠냠,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0202.xml
,PM 6:08,선우,운동 안하긴 하는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0202.xml
,PM 6:08,선우,담백한 걸 먹고 싶어서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0203.xml
,PM 6:08,선우,단백한 걸 골랐어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0203.xml
,PM 6:08,선우,누가 나 운동한대?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0203.xml
,PM 6:08,선우,나 운동 안하늗뎈,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0203.xml
,,선우,"난 좀 여유로울 때 하고 싶어,, 아직 짬내서 운동할 정도로의 욕심은 없음",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0203.xml
,PM 6:09,선우,"난 좀 여유로울 때 하고 싶어,, 아직 짬내서 운동할 정도로의 욕심은 없음",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0204.xml
,PM 6:10,선우,나 유리몸이라 그거 보완할 등운동 어깨운동만 좀,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0204.xml
,PM 6:10,선우,시간 여유롭고 좀 있을 때 천천히 시작해볼 거임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0204.xml
,PM 6:10,선우,응원해조,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0204.xml
,PM 6:11,선우,운동하지말라해도 할 거임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0204.xml
,PM 6:11,선우,이건 나으 건강 문제니까 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0205.xml
,PM 6:12,선우,"벌크업(x)차피 하지도 못함
안 다칠 정도의 근육을 만들고 
핏은 더 예쁘게 얼굴 힘줘서 얼굴 안 커지게(O)",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0205.xml
,PM 6:12,선우,됐지?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0205.xml
,PM 6:12,선우,내가 원하는 걸 모를까봐~^^,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0205.xml
,PM 6:12,선우,ㅎㅎ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0206.xml
,PM 6:13,선우,내 몸자체가 짜피 우락부락이 안되는 몸이라서 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0206.xml
,PM 6:14,선우,댓글에도 있내,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0206.xml
,PM 6:14,선우,네,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0206.xml
,,선우,축그할 때도 허벅지만 굵어졌지,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0206.xml
,PM 6:14,선우,축그할 때도 허벅지만 굵어졌지,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0207.xml
,PM 6:14,선우,종아리는 에이블리 종아리임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0207.xml
,PM 6:14,선우,"어떻게 아냐니,,, 그대들이 에이블리 종아리라고 하는 걸 이만번 정도는 들었어서,,",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0207.xml
,PM 6:14,선우,✨,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0207.xml
,PM 6:15,선우,나 트위터 안하는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0207.xml
,PM 6:15,선우,x하는데 ㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0208.xml
,PM 6:15,선우,재밌음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0208.xml
,PM 6:16,선우,반응보고 서로 피드백하고 팬들끼리 소통하고 좋다 싫다 하고 이런 거 보는 게 넘 재미떠,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0208.xml
,PM 6:18,선우,근데 상처 안 받아,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0208.xml
,PM 6:18,선우,맞말도 넘 많아서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0209.xml
,PM 6:18,선우,그건 그렇네 저건 저렇네 이렇게 생각할 수 있겠구나 오호 이런 느낌이지,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0209.xml
,PM 6:22,선우,"이 일이 또 사람이 다 그런 거지 뭐,, 가십이 일상인 직업이라서",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0209.xml
,PM 6:22,선우,인정하고 넘기는 거지 머,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0209.xml
,PM 6:23,선우,솔직히 이제,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0210.xml
,PM 6:23,선우,사랑하는 사람들의 따끔한 충고와,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0210.xml
,PM 6:23,선우,진심도 아니면서 비난만 해대는 건,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0210.xml
,PM 6:23,선우,구분 할 줄 알아서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0210.xml
,PM 6:23,선우,걱정마,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0210.xml
,PM 6:24,선우,상처는 너가 더 받을 듯 너도 상처 받지망🥰,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0211.xml
,PM 6:24,선우,"더비들이 보여준 마음들이 있는데,,,,",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0211.xml
,PM 6:25,선우,"함부로 판단안해,, 소중한 마음들이니까 진짜루",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0211.xml
,PM 6:25,선우,그래서 더 화나고 더 속상하고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0211.xml
,PM 6:25,선우,더 슬픈 거자나,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0212.xml
,PM 6:25,선우,안 사랑하면 안 그래,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0212.xml
,PM 6:25,선우,사랑하면 더 바라게 되는 거야 쩔 수 없이,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0212.xml
,PM 6:26,선우,한 50년 되면 바라는 게 없어지는 사랑의 형태가 되겠지 그 전까지는,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0212.xml
,PM 6:26,선우,바라는 사랑의 형태가 맞는 거고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0213.xml
,PM 6:26,선우,다 흐름이 있자나,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0213.xml
,PM 6:26,선우,"그래서 많이 사랑해주는 구나,, 그래서 진짜 더비들이",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0213.xml
,PM 6:26,선우,"사랑에 강하고 사랑에 약하구나,,",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0213.xml
,,선우,싶어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0213.xml
,PM 6:26,선우,싶어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0214.xml
,PM 6:31,선우,그 맘 우리도 똑같으니까,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0214.xml
,PM 6:31,선우,지켜바바,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0214.xml
,PM 6:36,선우,"근데 지금은 말만 할 수 밖에 없는 게 뭐가 수정이 되어도 시간차가 있으니까 기다려달라는 말 밖엔,,,,",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0214.xml
,PM 6:36,선우,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0214.xml
,PM 6:36,선우,ㅠ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0215.xml
,PM 6:38,선우,또 속는 것 같겠지먼,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0215.xml
,PM 6:38,선우,한 번만 더 속아봐,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0215.xml
,PM 6:38,선우,아니 속인다는 건 아니곸,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0215.xml
,PM 6:40,선우,프롬주기 어때,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0215.xml
,PM 6:40,선우,아 별로구나,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0216.xml
,PM 6:40,선우,ㅈㅅ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0216.xml
,PM 6:41,선우,솔직히,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0216.xml
,PM 6:43,선우,억지로 안 와 근데 아 이게 내가,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0216.xml
,PM 6:43,선우,스몰토크 하는 습관 좀,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0217.xml
,PM 6:43,선우,길러야겠다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0217.xml
,PM 6:43,선우,나 진짜 누가 뭐 오늘 어땠냐 인터뷰나 뭐나 부모님이 질문해도,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0217.xml
,PM 6:43,선우,그냥 그랬어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0217.xml
,PM 6:43,선우,내 이야기를 세세하게 푸는 게 요새 넘 어려움,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0217.xml
,PM 6:45,선우,선우의 하루처럼 일기를 여따 남겨볼까,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0218.xml
,PM 6:45,선우,그럼 이렇게 해보자,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0218.xml
,PM 6:45,선우,내 오늘 하루가 어땠는지 나도,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0218.xml
,PM 6:45,선우,되짚어보고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0218.xml
,PM 6:46,선우,생각할 겸,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0219.xml
,PM 6:46,선우,내 감정을 좀 써보는 것부터 해봐야겠다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0219.xml
,PM 6:46,선우,물론 매일 그럴 수 있다는 건 아님,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0219.xml
,PM 6:46,선우,"나도 날 알아서 너도 나 알 듯이^.^.^.., ㅎㅎ",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0219.xml
,,선우,나도 말만 했다가 많이 혼나봐서 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0219.xml
,PM 6:49,선우,나도 말만 했다가 많이 혼나봐서 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0220.xml
,PM 6:49,선우,물론 말만 할 거라고 생각한 적 없고 진짜 그래야지 !! 라고 생각했지만ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0220.xml
,PM 6:49,선우,그래두 나 오래 하자나💕💕💕💕💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0220.xml
,PM 6:50,선우,쨌든 난 오늘,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0220.xml
,,선우,너무 졸려서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0220.xml
,PM 6:50,선우,너무 졸려서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0221.xml
,PM 6:50,선우,낮에 밥 안 먹구,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0221.xml
,PM 6:50,선우,멤버들 밥 먹을 때 자고 연습하구,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0221.xml
,PM 6:51,선우,배 안고파서 닭바스트 먹고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0221.xml
,PM 6:51,선우,아돌라 가는 중,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0221.xml
,PM 6:51,선우,나 어제는,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0222.xml
,PM 6:51,선우,고기에 껍데기에 냉면에 김치볶음밥에,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0222.xml
,PM 6:51,선우,그냥 청소기처럼 다 먹음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0222.xml
,PM 6:51,선우,고기 불닭소스 사서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0222.xml
,PM 6:52,선우,찍어먹어 껍데기랑,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0222.xml
,PM 6:52,선우,세상에사 제일 맛있어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0223.xml
,PM 6:52,선우,너는 뭐 먹었냐,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0223.xml
,PM 6:52,선우,나보다 잘 먹은 사람 나와봐,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0223.xml
,PM 6:55,선우,더 먹어라,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0223.xml
,PM 6:55,선우,그게 뭐냐?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0223.xml
,PM 6:55,선우,그게 끼니냐,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0224.xml
,PM 6:55,선우,아 어머니 밥상이라고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0224.xml
,PM 6:55,선우,진짜,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0224.xml
,PM 6:55,선우,진수성찬,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0224.xml
,PM 6:55,선우,예전에 왕들도 그렇게 식사하셨을 듯 ㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0224.xml
,PM 6:56,선우,탈ㄹ룰라는 늘 당황스러워,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0225.xml
,PM 6:57,선우,난 엄마 집 밥 못 먹은지 15년은 넘었지,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0225.xml
,PM 6:58,선우,다 으른들의 사정이 있는 거야 ~,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0225.xml
,PM 6:58,선우,울 엄마 밥 맛있음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0225.xml
,PM 6:58,선우,나 요리,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0226.xml
,PM 6:58,선우,배우고 싶더라,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0226.xml
,PM 6:58,선우,나중에,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0226.xml
,PM 6:59,선우,그래도 혼자 기본적인 건 해야히지 않나,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0226.xml
,PM 6:59,선우,싶어서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0226.xml
,PM 6:59,선우,왜내면 내가 요리 잘하면,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0227.xml
,PM 6:59,선우,섹시할 것 같아서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0227.xml
,PM 6:59,선우,컨텐츠 보면 알겠지만,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0227.xml
,PM 7:00,선우,내가 손이 큰 편이더라,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0227.xml
,,선우,미역국 하는데 검정고무신 마냥 마을 사람 다 모여야 딱 맞는 양이더라고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0227.xml
,PM 7:00,선우,미역국 하는데 검정고무신 마냥 마을 사람 다 모여야 딱 맞는 양이더라고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0228.xml
,PM 7:00,선우,내가 만든 미역국 먹으면 물 마시면 미역 다 불어서 입으로 나올 정도임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0228.xml
,PM 7:01,선우,그래도 맛있어서 깜놀 ㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0228.xml
,PM 7:01,선우,요리까지 잘하면 어쩌려고 김선우,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0228.xml
,PM 7:01,선우,적당히 해,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0228.xml
,PM 7:01,선우,그만 완벽해져,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0229.xml
,PM 7:02,선우,이러면 밸런스가 안 맞잖아 ㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0229.xml
,PM 7:02,선우,나 그정도 아니야?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0229.xml
,PM 7:02,선우,아라쪄 헤헤헤💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0229.xml
,,선우,자의식 과잉,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0229.xml
,PM 7:03,선우,자의식 과잉,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0230.xml
,PM 7:03,선우,엔팁 특,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0230.xml
,PM 7:03,선우,엠비티아이 또 돌아오네,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0230.xml
,PM 7:03,선우,지겹겠다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0230.xml
,PM 7:03,선우,어 알아 안 지겨운 거,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0230.xml
,,선우,그냥 하는 말이야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0230.xml
,PM 7:03,선우,그냥 하는 말이야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0231.xml
,PM 7:06,선우,누가 밴드부 합격 했대,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0231.xml
,PM 7:06,선우,박수,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0231.xml
,PM 7:06,선우,밴드부 선배로서 말할게,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0231.xml
,PM 7:07,선우,"밴드부는 ,, 언어가 악기야,, 소통은 ,,,, 합주로 하는 거야,,skrr",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0231.xml
,PM 7:08,선우,댄스부 합격했대,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0232.xml
,PM 7:08,선우,박수,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0232.xml
,PM 7:08,선우,댄스부 선배로서 말할게,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0232.xml
,PM 7:09,선우,"댄스부는,, 언어가 춤이야,, 소통은",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0232.xml
,,선우,소통할 땐 말로 해 걍 댄스부는,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0232.xml
,PM 7:09,선우,소통할 땐 말로 해 걍 댄스부는,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0233.xml
,PM 7:10,선우,방송부 합격 했어?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0233.xml
,PM 7:10,선우,더보이즈 영상만 틀어라,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0233.xml
,PM 7:10,선우,실시,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0233.xml
,PM 7:10,선우,합격한 게 아무 것도 없다고?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0233.xml
,,선우,ㅋㅋ 넌 내 여자 합격,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0233.xml
,PM 7:11,선우,ㅋㅋ 넌 내 여자 합격,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0234.xml
,PM 7:11,선우,skrr,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0234.xml
,PM 7:11,선우,아 그만 할래,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0234.xml
,PM 7:11,선우,못하겠다 이 컨셉은,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0234.xml
,PM 7:11,선우,나 졸리면 이상한 소리 하는 거 알지,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0234.xml
,PM 7:11,선우,그냥 넘겨,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0235.xml
,PM 7:12,선우,자 뇌 깨웠으니까,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0235.xml
,PM 7:12,선우,아돌라를 하러 가볼까,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0235.xml
,PM 7:13,선우,"더비: 카톡으로 오늘 많이 추운 것 같다고 하니
""우리 같이 바람마귀살까?
라고 답장 올 때
정 떨어짐 vs 괜찮음",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0235.xml
,PM 7:13,선우,저는 떨어지는 편인 것 같습니다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0236.xml
,PM 7:13,선우,누가 따귀 맞고 싶은 건가? 이러네,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0236.xml
,PM 7:13,선우,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너무 조폭 스타일이에오,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0236.xml
,PM 7:14,선우,내가 립아이 병장 너무 내 스타일이라고 좋다고 하면 어떨 것 같아,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0236.xml
,PM 7:14,선우,립아이는 봐줄 거니,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0237.xml
,PM 7:15,선우,폭립 이름이라 괜찮다네,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0237.xml
,PM 7:15,선우,맞춤법은 중요한 것 같아요,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0237.xml
,PM 7:16,선우,뇨끼를 산낙지라고 얘기한 건 언제까지 언급할 거냐,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0237.xml
,PM 7:16,선우,그건 창의력의 문제야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0237.xml
,PM 7:16,선우,뇨끼를 낙지라고 읽는 건 창의성이야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0238.xml
,PM 7:17,선우,그녹취는 정떨이고 낙지는 개그라고 알겠어?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0238.xml
,PM 7:17,선우,방금 저 말까지 해서 추잡한 거 완성인 듯,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0238.xml
,PM 7:18,선우,나 내가 이상한 말 하는 거 다 아는데도 못 멈추겠어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0238.xml
,PM 7:19,선우,뇌 빼고 얘기하는 게 젤 재밌어~!~!~!😆,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0239.xml
,PM 7:19,선우,왜냐면 아까 더비한테 진심 얘기할 때,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0239.xml
,PM 7:19,선우,뇌에 힘을 너무 줌,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0239.xml
,PM 7:20,선우,뇌 배터리 다 씀,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0239.xml
,PM 7:20,선우,오늘 아돌라 큰일남,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0240.xml
,PM 7:20,선우,나 준비하러 간다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0240.xml
,PM 7:20,선우,ㅋ 수고요~,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0240.xml
,PM 7:21,선우,💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0240.xml
,PM 11:10,선우,play_video,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0241.xml
,,선우,술 취한 선우 리미티드 에디션,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0241.xml
,PM 11:10,선우,술 취한 선우 리미티드 에디션,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0242.xml
,PM 11:10,선우,보내드립니다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0242.xml
,PM 11:11,선우,얼굴이 너무 빨개서 찍었는데 까매서 안 보여,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0242.xml
,PM 11:12,선우,힝,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0242.xml
,PM 11:12,선우,저때 누형이랑 하이볼 술내기 했는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0242.xml
,PM 11:12,선우,비김,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0243.xml
,PM 11:13,선우,가게 마감시간 때문에 네잔 빠르게 3-40분 안에 원샷하고 나와써,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0243.xml
,PM 11:14,선우,다 네잔씩,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0243.xml
,PM 11:14,선우,밖에 못 먹었어 나 반도 안왔는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0243.xml
,PM 11:14,선우,그래서 아쉽다 하고 다음을 기약,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0244.xml
,PM 11:15,선우,큰 컵에 네잔이지 당연히!!!!!!!!!!!!!!!!!!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0244.xml
,PM 11:16,선우,난 이제 씻는다 빠이 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0244.xml
,PM 7:22,선우,요,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0244.xml
